Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes
2024-07-04,19:00,Série A,Matchweek 14,Thu,Home,D,2,2,Palmeiras,2.2,2.3,40,,Walter Kannemann,4-2-3-1,4-3-3,,Match Report,
2024-07-07,16:00,Série A,Matchweek 15,Sun,Away,L,0,3,Juventude,0.8,1.7,52,,Pedro Geromel,4-4-2,4-2-3-1,,Match Report,
2024-07-10,18:30,Série A,Matchweek 16,Wed,Home,L,0,2,Cruzeiro,1.0,1.0,45,,Walter Kannemann,4-2-3-1,4-3-3,,Match Report,
2024-07-17,20:00,Série A,Matchweek 17,Wed,Away,L,0,1,São Paulo,1.4,0.9,46,,Mathías Villasanti,4-3-3,4-2-3-1,,Match Report,
2024-07-21,11:00,Série A,Matchweek 18,Sun,Home,W,2,0,Vitória,1.4,0.2,59,,Walter Kannemann,4-4-2,3-4-3,,Match Report,
2024-07-25,20:00,Série A,Matchweek 19,Thu,Away,D,2,2,Corinthians,0.9,1.6,37,"45,183",Walter Kannemann,3-4-3,3-4-1-2,,Match Report,
2024-07-28,19:00,Série A,Matchweek 20,Sun,Home,W,1,0,Vasco da Gama,1.7,0.9,53,,Walter Kannemann,3-4-3,4-2-3-1,,Match Report,
2024-08-04,16:00,Série A,Matchweek 21,Sun,Away,W,2,0,Ath Paranaense,2.2,0.9,26,,Edenílson,4-2-3-1,3-3-3-1,,Match Report,
2024-08-10,18:00,Série A,Matchweek 22,Sat,Away,W,3,1,Cuiabá,1.4,0.5,40,,Mathías Villasanti,4-2-3-1,5-3-2,,Match Report,
2024-08-13,19:00,Libertadores,Round of 16,Tue,Home,W,2,1,brFluminense,1.3,1.2,41,"18,645",Mathías Villasanti,4-2-3-1,4-2-3-1,,Match Report,Leg 1 of 2
2024-08-17,16:00,Série A,Matchweek 23,Sat,Home,L,0,2,Bahia,1.2,1.7,40,,Rodrigo Ely,4-2-3-1,4-1-4-1,,Match Report,
2024-08-20,19:00,Libertadores,Round of 16,Tue,Away,L,1(2),2(4),brFluminense,1.1,1.4,48,,Walter Kannemann,3-4-3,4-2-3-1,,Match Report,Leg 2 of 2; Fluminense won; Fluminense won on penalty kicks following extra time
2024-08-25,16:00,Série A,Matchweek 24,Sun,Away,W,1,0,Criciúma,1.3,0.9,54,,Mathías Villasanti,4-2-3-1,4-4-2,,Match Report,
2024-09-01,11:00,Série A,Matchweek 25,Sun,Home,L,2,3,Atlético Mineiro,2.0,2.8,28,,Mathías Villasanti,4-2-3-1,4-3-3,Raphael Claus,Match Report,
2024-09-15,16:00,Série A,Matchweek 26,Sun,Away,D,2,2,Red Bull Bragantino,0.8,1.7,53,,Mathías Villasanti,4-3-3,4-3-3,Bruno Arleu,Match Report,
2024-09-22,18:30,Série A,Matchweek 27,Sun,Home,,,,Flamengo,,,,,,,,,Head-to-Head,
2024-09-25,19:00,Série A,Matchweek 5,Wed,Home,,,,Criciúma,,,,,,,,,Head-to-Head,
2024-09-28,21:00,Série A,Matchweek 28,Sat,Away,,,,Botafogo (RJ),,,,,,,,,Head-to-Head,
2024-10-04,21:30,Série A,Matchweek 29,Fri,Home,,,,Fortaleza,,,,,,,,,Head-to-Head,
2024-10-20,,Série A,Matchweek 30,Sun,Away,,,,Internacional,,,,,,,,,Head-to-Head,
2024-10-26,,Série A,Matchweek 31,Sat,Home,,,,Atl Goianiense,,,,,,,,,Head-to-Head,
2024-11-06,,Série A,Matchweek 32,Wed,Away,,,,Fluminense,,,,,,,,,Head-to-Head,
2024-11-13,,Série A,Matchweek 33,Wed,Away,,,,Palmeiras,,,,,,,,,Head-to-Head,
2024-11-20,,Série A,Matchweek 34,Wed,Home,,,,Juventude,,,,,,,,,Head-to-Head,
2024-11-24,,Série A,Matchweek 35,Sun,Away,,,,Cruzeiro,,,,,,,,,Head-to-Head,
2024-12-01,,Série A,Matchweek 36,Sun,Home,,,,São Paulo,,,,,,,,,Head-to-Head,
2024-12-04,,Série A,Matchweek 37,Wed,Away,,,,Vitória,,,,,,,,,Head-to-Head,
2024-12-08,,Série A,Matchweek 38,Sun,Home,,,,Corinthians,,,,,,,,,Head-to-Head,
